genes,GSM399666,GSM399667,GSM399669,GSM399676,GSM399679,GSM399682,GSM399685,GSM399689,GSM399717,GSM399718,GSM399719,GSM399761,GSM399762,GSM399763,GSM399765,GSM399766
ZNF223,2.406422675,1.53278405,2.040094237,2.34270517,1.926780283,2.180791922,2.023657763,2.069740009,2.069753338,1.780039421,2.058289186,2.160097897,2.21408405,2.746395852,2.04809967,1.942771353
ZNF224,4.276459903,4.166252299,4.326136169,4.154104374,4.309871303,4.164907474,4.203412071,4.01011463,4.306895574,4.285274916,4.338191788,4.445060024,4.438044589,4.258460635,4.514474796,4.47124963
ZNF225,2.783057827,2.513384931,2.797714055,2.636277659,2.677752338,2.624590196,2.782345922,2.749376939,2.821609703,2.588664375,2.521916989,2.812388999,3.008235663,3.051284682,3.220293873,2.826011008
ZNF226,3.309948545,3.198366301,3.197468943,3.109603506,3.204651446,3.32414133,3.131094363,3.3458519,3.297077542,3.414305743,3.261204663,3.473470832,3.256699938,3.212991126,3.37417205,3.182650003
ZNF227,4.776335949,4.356822608,4.224836983,4.177761425,4.577730152,4.44949497,4.277848276,4.597604208,4.652197628,4.755831079,4.670687021,5.002727221,4.358350586,4.58559687,4.593915435,4.597768686
ZNF229,1.199957693,1.420107865,1.337764174,1.210280802,1.17357639,1.467612314,1.285702881,1.331267232,1.595193505,1.228943753,1.355721848,1.190835441,1.454916206,1.295346651,1.186151589,1.345618388
ZNF23,3.428041873,2.690919965,3.311816519,3.572486365,3.62982407,3.318365184,2.834079372,2.950418826,3.326355613,3.91571713,3.756255962,3.74318223,3.62108877,3.486093194,3.843709534,3.591317016
ZNF230,3.740105251,3.745455398,4.43075214,4.057236377,3.740532495,3.90318399,3.873753848,3.923386638,4.095298311,3.596970766,3.771089988,3.990429706,3.911789356,4.069673878,3.824263093,3.888062657
ZNF232,5.041351136,4.915574079,4.931938542,4.902950303,4.650390245,4.603409446,4.56252667,4.930408858,5.006930681,5.002449616,5.361948562,5.106977757,4.929543537,4.697840685,5.350064161,4.841886674
ZNF232-AS1,3.534340042,3.945928315,3.669137103,3.260757409,3.168867151,3.319319947,3.334643051,3.870683617,3.503220305,3.423189878,3.669920883,3.606271125,3.586621549,3.359987506,3.684826604,3.499416695
ZNF233,1.809521868,1.854142563,2.003273502,1.927604129,1.815700628,1.846335459,1.683172618,1.817447605,1.866959705,1.622333996,1.770802843,1.947827793,2.043879596,1.972978515,1.64846835,1.791241695
ZNF234,2.592468357,2.44488729,2.218508453,2.371503771,2.450023532,2.404539117,2.376264676,2.517121857,2.404167597,2.588709256,2.816978228,2.526169354,2.487115766,2.308714065,2.630873274,2.787689926
ZNF235,3.253865577,3.442138063,2.816465014,3.199279229,3.20295838,3.338403731,3.203850582,3.417189796,3.4223828,3.32851101,3.316208861,3.093664121,3.152083129,3.268989937,3.218926488,3.063055882
ZNF236,3.883084572,3.97431545,3.739413583,3.957348463,4.088749411,3.940207035,3.98824827,4.162888862,3.98255549,4.074817008,3.774597606,3.931176819,3.869766228,3.780408636,4.105745354,3.672571128
ZNF236-DT,2.549784725,1.737100112,1.274021029,1.918710971,1.917335567,1.704757888,1.845075042,1.914000771,1.910630243,1.631573503,1.845075042,1.59802035,1.873771484,1.863590776,1.659095579,1.386548871
ZNF239,2.684748187,2.768517988,2.913823724,2.668225706,2.443111768,2.288141134,2.326938577,2.792740259,3.011525607,2.220332025,3.008920835,2.617528613,2.85902691,2.529801974,2.918034317,2.477620196
ZNF24,4.849070039,5.132503784,5.033780697,4.996416131,4.988500187,5.059145,4.945418056,4.845234923,5.1094314,5.040276113,5.048219575,5.336209541,5.172599183,5.150501624,5.086622313,4.878344818
ZNF248,3.965246318,3.988958589,3.855108502,4.033321357,3.907046131,3.934078457,4.251748473,4.030789669,4.390249275,4.220990505,4.019226134,4.232265251,4.294513704,4.042958139,4.076710214,4.039821711
ZNF25,4.315664404,4.055660909,4.133601128,3.81379344,4.170843499,4.016229705,3.699854922,3.893395804,4.083208743,4.355302719,4.107798414,4.52654394,4.29151889,4.428450609,4.40535182,4.113766454
ZNF250,2.773220153,2.714469573,2.470572369,2.689177334,2.244566686,2.573330512,2.521301855,2.820080099,2.774875357,2.871632611,2.903968433,2.812457097,2.599396996,2.7771145,2.798191291,2.517857052
ZNF251,3.94331171,3.809511258,3.640618848,3.358827222,3.016159446,3.495184152,3.540422403,3.61999985,3.851909993,3.95571753,3.886263957,3.835739235,3.830263103,4.000074747,3.967987743,3.84893963
ZNF252P,3.383283712,3.194748754,3.230357019,3.179449477,3.228680759,3.453110996,3.402075457,3.30363705,3.295053101,3.441715596,3.3205093,3.331572554,3.304766099,3.406001025,3.302580279,3.66411734
ZNF252P-AS1,2.478278931,1.966841909,1.71715064,2.287127662,2.387484921,2.234897465,2.227780365,2.626229891,2.549678952,2.70938368,2.435345646,2.711596545,2.550829136,2.366560323,2.900661114,2.649651673
ZNF253,3.355786853,2.962492203,3.276203631,3.141295957,3.021053824,3.098068447,2.987756841,3.373248901,3.484750751,3.179724,3.803348667,3.4590372,3.242449295,3.074214929,3.352977222,3.132800189
ZNF254,2.732584692,2.735602833,2.843104347,3.101995929,2.774074264,2.850749274,2.970167563,2.720095104,3.096699576,2.931451721,2.813470598,2.984875923,2.556306681,3.064887521,2.728001661,2.750147339
ZNF256,2.144554408,1.944012605,1.619185221,1.812380465,1.493427659,1.974036893,1.57946359,2.285609133,1.883731393,2.642263489,2.063317214,2.424888086,2.52988115,1.597960191,2.067329152,2.075980645
ZNF257,0.917383393,1.297763859,1.158971087,1.08501489,1.204658438,1.069413999,1.182365389,1.288630655,1.045386085,1.095788423,1.492787554,1.173525345,1.356361462,1.159363409,1.085852056,0.900381593
ZNF26,3.92115071,3.578092808,3.733522066,4.109388378,3.729456779,4.075815707,3.764646746,3.953197352,4.104822466,4.48229269,4.299593442,4.088307732,4.230061695,4.17697875,4.613174907,4.260565376
ZNF260,5.13456968,3.935442042,4.467915039,4.311467807,4.27396751,4.354231908,4.241200333,4.463630828,4.496290244,5.038929739,4.998093439,5.042767602,4.656574996,4.587566453,4.947663572,4.734759323
ZNF263,3.644561098,3.426633254,3.445716324,3.494409892,3.445955345,3.597209712,3.510213784,3.588181631,3.69803373,3.748746419,3.711737609,3.706837144,3.731216824,3.591106439,3.630249994,3.82928987
ZNF264,3.969049403,4.056727652,3.816998061,3.77868688,3.849577899,3.935503676,4.213150673,4.024462095,4.204741267,4.579778742,4.304565399,4.022405797,4.273261745,4.452922385,4.477564478,4.714204896
ZNF266,6.562390808,6.224646404,6.271630888,6.310177188,6.792884261,6.774896411,6.557467137,7.111380493,6.69019871,7.57271262,7.01522663,7.102559743,7.101532099,7.005463932,6.64279253,7.77003076
ZNF267,7.300015511,7.774880581,7.81306912,7.418025303,7.669673995,7.790203194,7.819045678,8.12573076,7.766452086,7.592152317,7.545201541,7.969011075,7.941400549,7.755059963,7.436543719,7.572219141
ZNF268,3.194795804,3.335686465,3.300671251,3.367253607,3.240223856,3.308422266,3.352130366,3.527594506,3.180315115,3.912041067,3.216905656,3.278141478,3.348367605,3.275068254,3.606147239,3.585598673
ZNF271P,3.043662482,3.059729466,3.040180811,3.061527916,3.480965166,3.119927483,3.123472807,3.304903018,3.04449761,3.012392124,3.301792261,3.093951131,3.205057102,3.303339731,2.989972952,3.027711034
ZNF273,2.369315852,2.552178408,2.577446114,2.786919409,2.483491598,2.472860181,2.507260452,2.325296978,2.750856946,2.395708541,2.698398749,2.402277331,2.429371893,2.341733699,2.459024349,2.347254512
ZNF274,6.52957899,6.177993445,6.319821353,6.123938616,6.179845894,6.852294064,6.590340745,6.777657423,6.737670019,6.505926761,6.394763548,6.546405091,6.531405172,6.661603729,6.471192186,6.844871807
ZNF275,5.622129392,5.305023973,5.151498907,5.489069666,5.432468667,4.979886701,5.342613638,5.285289089,5.428266679,5.510566136,5.415441538,5.260941983,4.967396437,5.237278127,5.607904669,5.437972483
ZNF276,5.460623993,5.547579384,5.410232518,5.291214606,4.974607814,4.927467806,5.511448886,5.154218668,5.618473435,5.528677113,5.388609974,5.629544791,5.334933405,5.398428451,5.514291213,5.598917167
ZNF277,4.093525804,4.201425618,4.294867526,4.366671081,4.326867808,4.238590012,3.951788392,4.227232613,4.112752398,4.106360316,4.258870906,4.304136427,4.453736592,4.149137399,4.45648067,3.824319689
ZNF28,1.425405408,1.323711238,1.55760043,1.5618107,2.028008982,1.542668464,1.416862955,1.685286828,1.730292138,1.550291316,1.622251206,1.414320838,1.462185971,1.414320838,1.555869781,1.184383879
ZNF280A,2.337462166,2.743517555,2.236585027,2.582731861,2.931708779,2.305124183,2.396321707,3.084722239,2.629769681,2.315562718,2.184006847,2.53024698,2.467901543,2.482368794,2.188588332,2.170576501
ZNF280B,2.77753312,2.710194073,2.788674604,2.844176084,2.588561521,2.673861159,2.606839765,2.590187218,2.867242469,2.557361344,2.743554036,2.746081655,2.67164069,2.855490431,3.094186891,2.910936814
ZNF280C,2.0992088,2.734287314,2.064761591,1.991429782,1.769600804,1.931118289,1.939876972,1.972429801,2.19676163,2.05775359,2.280356175,2.187224657,1.941923681,2.196222587,2.525187662,2.171890997
ZNF281,7.36781834,7.463681766,7.73835244,8.442394919,7.938639548,7.845681355,7.92054355,7.715333316,7.701120156,7.937257543,7.657260221,7.921561892,7.802764552,8.217254599,7.490175898,7.973909057
ZNF282,4.022544486,3.975962253,4.063906865,3.959142162,3.382361492,3.647326461,4.013345461,4.072264396,4.01136161,3.796413337,4.025975526,4.153849092,3.560539943,3.778443716,3.820253741,4.054386558
ZNF283,1.653303948,1.885829783,1.755359585,1.845534151,1.274281283,1.5981975,1.360292271,1.624268105,1.913772001,1.898661019,1.754441116,1.582507676,1.807878907,1.551552174,1.789605335,1.704423792
ZNF284,4.590453688,4.03080822,4.09090883,4.311738753,3.987098992,4.322810967,4.336576877,4.486359504,4.262355213,4.400353986,4.438215052,4.80301546,4.44659996,4.186718128,4.101664525,4.055437573
ZNF285,3.54593542,3.439811127,3.756255962,3.613149368,3.874753065,3.593249657,3.705881088,4.101533303,3.909220957,3.455613048,3.901034438,3.579312191,3.677721986,3.204418784,3.259502872,4.215760801
ZNF286A,2.869144587,3.08378929,2.620506184,2.858214155,3.075898878,2.725171925,2.986917865,2.753108985,3.097083504,3.201884841,2.997017706,3.095169934,2.798198923,2.955049279,3.248268753,2.917354429
ZNF287,2.310372878,2.25583575,2.160656854,2.27929537,2.094438448,2.180268779,2.138027803,2.284777572,2.169921494,2.2766896,2.227764453,2.034235617,2.213741839,2.122257111,2.355926703,2.114070187
ZNF292,4.375757516,4.343047812,4.433699252,4.460709986,4.349401583,4.514668501,4.67400678,4.50691151,4.503587922,4.620137344,4.467361752,4.775944257,4.891798771,4.785873927,4.78458778,4.581433353
ZNF295-AS1,1.851759326,2.11960994,1.761501421,2.281222525,1.881751672,1.8126703,2.265400242,2.428914636,2.261031075,2.344061331,1.965692251,1.965723889,1.897184733,1.654284852,2.048856826,1.923919178
ZNF296,3.959153755,3.128412629,3.723773497,3.293325023,2.910430727,3.322291499,3.341802853,3.161495211,3.36743139,3.661348681,3.162801484,3.478516234,3.329228308,3.516734575,3.161495211,2.365410872
ZNF29P,1.2872198,1.274975522,1.334686987,1.51769018,1.623942793,1.154599108,1.282847374,1.295942421,1.323822874,1.238958338,1.292093339,1.08774679,1.146552558,1.110898806,1.182483892,1.111806937
ZNF3,2.901358883,2.846130534,2.919869622,2.880770751,3.094746934,2.979164113,2.816150998,2.963856732,2.963215171,2.934364598,2.769993524,2.995587405,2.976031184,2.932610383,2.891839653,2.926660666
ZNF30,4.141633,3.549623814,3.189737816,3.855377083,3.429355984,3.638417552,3.483873435,3.791166778,3.836676456,4.365121143,4.292634809,4.005652077,3.638417552,3.845678145,4.225305118,3.708416674
ZNF300,1.338572509,1.518720372,1.762860511,1.906848829,1.586795015,1.709974552,1.753834666,2.076502462,1.838039055,1.906848829,1.672811189,1.949854077,1.380250799,1.840807877,2.499478851,2.097966187
ZNF300P1,1.273583508,1.348431102,1.376021984,1.214933717,1.312943514,1.057021986,1.717297506,1.32066443,1.328385347,1.341056551,1.361441982,1.57354186,1.150848895,1.3325979,1.144208925,1.41108213
ZNF302,5.40722165,5.182867888,5.265611411,5.214192832,5.004197322,5.211650451,5.105000627,5.313868495,5.618687045,5.870139007,5.368321496,5.377371914,5.381274267,5.628617531,5.765610938,5.818380946
ZNF304,3.021728498,2.949529932,2.710679215,2.872817694,3.30937348,3.629357896,2.994870462,3.925319557,3.477002242,3.579406072,3.288085562,3.148142261,3.146573486,3.453552815,3.504150368,3.321135047
ZNF311,1.154157978,1.395213543,1.23851294,1.17408475,1.405366879,1.157716241,1.232447632,1.305450382,1.144657352,1.253264893,1.215987888,1.239243967,1.204095139,1.285337991,1.148406176,1.412157112
ZNF316,3.810140696,3.974026986,3.816234048,4.060423905,3.706560761,3.681404223,3.723865959,4.074465862,4.237723716,3.665753401,3.725526257,3.980929888,3.999040231,3.967374451,3.744785553,4.204326672
ZNF317,3.954535698,3.533234793,3.520092236,3.644520287,3.480158102,3.587296438,3.742447058,3.66294527,3.813498838,3.63449785,3.727415033,3.542388547,3.464023799,3.575213514,3.758678614,3.74712525
ZNF318,5.259761817,4.642477449,4.729210328,4.674884319,4.913773336,4.865003664,5.095843485,5.073064408,4.917695903,4.943942863,5.064780917,4.950092194,4.787773024,4.972284156,5.041776962,5.052042362
ZNF319,5.546376876,5.333071296,5.180185016,5.655141185,4.880396934,5.301806693,5.74420316,5.638252356,5.593547887,5.403257716,5.143201256,5.202664328,5.342180376,5.361832249,5.71730147,5.140422725
ZNF32,5.580379056,5.256371845,4.809876565,5.094976873,4.726630212,4.974031633,5.154264196,5.160879248,5.27007391,5.604482662,5.352115247,5.618822529,5.35660089,5.229140275,5.590518603,5.618822529
ZNF32-AS3,1.692548569,1.866224046,1.633297641,1.647983951,1.976192559,1.56354478,1.63378341,1.946616456,1.751036006,1.664858346,1.818906328,1.889507616,1.646669245,1.621904746,1.681518569,1.438962397
ZNF320,4.170177862,3.484473064,3.535740748,3.615784709,3.231795362,3.581223008,3.471853746,3.179486779,3.497687341,3.544996057,3.891165481,4.082417565,3.778469535,4.194519015,4.204633004,3.588339532
ZNF322,4.248274612,4.095302704,3.752397212,4.526630823,3.823433631,4.040963232,3.811633479,4.324236077,4.008005382,4.535701167,4.117936261,4.393074708,4.305792542,4.177606621,4.248446803,4.714370522
ZNF324,5.35707072,4.930299387,5.143185315,5.000784709,4.464065176,4.797416704,5.061809022,5.167869662,4.89097882,5.213365707,4.650266373,4.538521359,4.793692474,5.088724403,4.926330855,5.130116949
ZNF324B,3.74046604,3.719162587,3.834706752,3.805559142,3.613867143,3.562888924,3.699094818,3.550116429,3.782216897,3.679445759,3.473937489,3.676424599,3.706018103,3.475167974,3.729572781,3.643784359
ZNF326,3.164714211,2.967799895,3.175359606,3.149349,3.326434067,3.24678909,3.060619859,3.073894253,3.363875016,3.20069968,3.352368584,3.503066319,3.54006895,3.355112812,3.625377372,3.091594602
ZNF329,4.928347896,4.051454094,4.079622397,3.903058576,3.550141463,4.362442962,4.187011419,5.262710503,4.230928328,4.784255744,4.573403486,5.119367673,5.006826182,4.710561302,5.251564408,4.896134543
ZNF330,5.90148968,5.761407,5.843395931,5.705380339,5.917088289,5.859196325,5.348014073,5.860164158,5.593490489,5.551916647,5.899597119,5.65952905,5.838844054,5.5392458,5.674025594,5.304140434
ZNF331,3.848847743,3.363937738,3.436659673,3.569457884,3.377066957,3.490822496,3.479125628,3.397092377,3.374915643,3.589260734,3.787036957,3.766337363,3.33145014,3.772264528,3.704967297,3.803467435
ZNF333,4.304758155,4.093035963,4.218845186,4.272831472,4.169386878,4.452658729,4.455465373,4.15978758,4.263000009,4.229539891,4.258113226,3.963942249,4.16320331,3.963913977,3.917522893,4.1468873
ZNF334,1.393848757,1.435016785,1.411855234,1.462136027,1.502015427,1.458759372,1.662151038,1.438148354,1.477345301,1.360219318,1.313774432,1.346032221,1.453760726,1.561751418,1.46569235,1.476344332
ZNF335,4.515102453,4.602186971,4.343344289,4.51143119,4.325125632,4.085988589,4.584473966,4.498527043,4.454619646,4.62771484,4.592182435,4.249402274,4.181481539,4.488933706,4.521829758,4.399828618
ZNF337,5.383473204,4.823982571,4.509963668,5.15799291,4.994309199,4.872607715,5.246541282,5.325066811,4.960002999,5.177287513,5.102674898,4.977555793,5.081897058,5.095644341,5.461533803,5.515635061
ZNF33A,5.107752406,4.954586444,4.962321014,5.077700086,4.899938087,5.203970836,5.037017651,5.289068604,5.359924035,4.924401095,4.958590218,5.312045471,4.9339909,5.550343751,5.119667248,5.53213091
ZNF33B,3.718063278,3.22281857,3.725928392,3.649934373,3.393097156,3.880973349,3.51743719,3.666266103,3.870719796,3.731343488,3.764496196,3.965022201,3.730393659,3.562172726,3.913728189,3.683547949
ZNF34,3.53359096,3.070702307,3.233987355,2.946387323,3.070129914,3.075582422,3.29849125,3.106001449,3.05187175,2.946056984,3.061000832,3.045514709,2.844508501,3.163176317,2.82668397,3.510713697
ZNF341,3.132402309,3.330026847,3.378891045,3.353290263,3.165735826,3.039550495,3.338376944,3.132744611,3.071247947,3.000926213,3.053360152,3.178360535,2.948990733,2.864504217,3.205628337,3.239722466
ZNF343,3.042457606,2.862938693,2.520344135,2.812526302,2.903399307,2.92864079,2.829902973,3.076723324,2.949100167,2.834742784,2.916602917,2.866397469,2.855204097,2.748199707,3.130054752,3.002649589
ZNF345,2.76873637,2.271639033,2.43067781,2.997434556,3.018112027,2.641695914,2.299092393,2.319498194,2.577996581,2.684917178,2.757059728,2.942542589,2.518978728,2.548090759,2.801644684,2.316564476
ZNF346,4.057421233,4.224231563,3.979686654,4.161953243,3.826519746,4.145963661,3.880746418,3.715914349,4.019702564,4.144660577,4.164590447,4.27576724,4.195643085,4.073566665,4.289118508,4.555684865
ZNF347,2.321365691,2.364570573,2.196748851,2.318759969,1.97601211,2.242941886,2.063170067,1.995997431,2.052784904,2.00234185,2.61061889,2.100827654,2.298783154,2.371867189,2.318546596,1.957093353
ZNF35,3.632646621,3.601560282,3.96685739,2.902294728,4.100856814,3.590542133,3.704060577,4.113219088,3.675235636,3.841386334,3.234300114,3.698135971,3.61249626,3.80891842,3.72530451,3.600270508
ZNF350,4.155622947,3.971111457,4.314776772,4.067697603,3.763914365,4.090632873,3.989800642,3.601134734,4.1087323,4.146568095,4.443130971,4.218532456,4.581026685,4.648359601,4.197791334,4.859201165
ZNF354A,4.524257299,4.555103995,3.606595574,4.122633022,4.67337757,5.242652982,5.192653032,5.113954627,4.228802209,4.799007092,4.661281193,4.893399906,4.577608711,5.420726385,4.788996064,4.776946576
ZNF354B,3.054849737,3.118521367,3.030144172,2.826901291,3.177518164,3.322043583,2.692036066,3.217657659,2.708630236,3.017303093,3.5764825,3.544177968,2.846007732,3.574496623,3.071862481,3.546958335
ZNF354C,3.092776193,3.1821409,3.138996439,3.191922418,3.22157427,2.922489868,2.685374022,2.994366605,3.173866121,2.965281067,3.036804893,2.488479662,2.439529556,2.979959146,2.830609144,2.906718872
