"genes","GSM399666","GSM399667","GSM399669","GSM399676","GSM399679","GSM399682","GSM399685","GSM399689","GSM399717","GSM399718","GSM399719","GSM399761","GSM399762","GSM399763","GSM399765","GSM399766","GSM1924651","GSM1924653","GSM1924657","GSM1924664","GSM1924667","GSM1924668","GSM1924674","GSM1924675","GSM1924676","GSM1924677","GSM1924680","GSM1924681","GSM1924682","GSM1924684","GSM1924685","GSM1924686","GSM1924687","GSM1924688","GSM1924689","GSM1924690","GSM1924691","GSM1924692","GSM1924693","GSM1924694","GSM1924695","GSM1924696","GSM1924697","GSM1924698"
"ITGB3","4.18816328742434","5.16407814532243","4.94935060059669","5.46647795867291","6.30353614617092","4.77691172975128","5.27107254589585","4.77000283884989","4.71757151729903","5.35051410594093","4.61925180603846","5.22930232611454","4.51501991938199","4.69389877186029","4.83873098047952","3.6314134761896","4.44979362404532","5.44137221789351","5.59686862268312","6.61910165396701","5.49540751112283","4.73647794545232","4.37074188207711","5.67343058381072","4.98500693454319","5.766134458199","5.1398328590787","5.11076405601745","4.55613479355726","5.33898956173742","5.24493412902718","4.06463303777391","4.44058256489828","5.2359227059399","4.27579073989981","4.37472784224371","4.06888687645616","4.07508513225145","4.63289448172736","4.18597687119447","4.44851435211712","5.56857222246791","3.96503602798849","5.22699038027706"
"ITGB5","4.63491686797407","5.48248059177449","5.38560113708207","6.16749026493588","6.7375441255628","5.06762913390548","6.13450699508612","6.0283037524757","5.21455174198943","5.5457687610128","5.23954483329325","5.61413437273944","4.95417246587382","4.91441870183549","5.07346459901863","4.62507003422019","5.74693320419279","6.25562183442402","6.27338876934274","6.88929376587956","5.78083924679571","5.10704327818166","5.22403669154423","5.69091260963988","5.47761227983947","6.35438564066598","5.49273097038457","5.59571231665241","5.08341713683205","5.6524981705577","5.67846070990729","4.71120965631144","4.66853408733804","5.79635759824459","4.84526301856851","4.57640264168994","4.68232827915097","5.21222453604621","4.66469415638363","4.76043594055204","4.71999237079917","5.99909765762304","4.90008265648166","5.96653237021752"
"KLRB1","10.2982444722809","8.55392252539444","7.82747181820012","7.90855028407009","6.76087954014194","8.01558984134436","8.71322562505413","9.8256892221506","9.54835139226141","8.93730121401601","9.84683530962239","9.9965416926323","9.05696019378845","9.09005027448098","9.62777454437071","9.32532832336427","8.91570637876177","9.06525229349157","8.28960128448642","7.49010512739553","8.30293675502278","9.05318701698766","7.84270888152497","7.64667295116898","7.87042794563657","7.52107863824286","8.3102441681592","8.11530011180202","8.53957009687353","8.12053435412068","10.1132944878699","9.66333504947136","10.2064948393359","9.17760222926332","10.2376171062275","9.88348647186496","10.2221897141972","9.90622724395638","10.2916191834533","9.40936615739632","9.01855084594119","8.60384603670889","9.54408796417222","8.81560309064843"
"LCN2","6.6953039854016","9.67382157036037","7.84795379863397","8.45871529777439","7.72671504519364","10.3619410356887","6.91836411648065","8.08093008496492","6.24914632862425","6.39280996943339","6.66159159322339","7.69340966958485","6.9959940908836","7.42007127512203","7.32632250269542","6.00232900551431","8.98058809623877","8.56812976506165","8.45488182180505","8.71695446925434","6.38689058690771","5.91575215149559","8.54653686349274","10.3073773449375","7.48289939234968","8.08107176733694","7.19888117746797","6.67049905226264","7.17730123014945","8.21008023060519","6.94554543589223","6.72618873891436","7.06834017960187","7.69749311502923","6.84420632451932","7.24631104505471","5.82739936493229","7.90435384805557","6.52257667604683","6.25962235582447","7.27211403504265","7.75179128703375","6.88000559308239","8.65631061426033"
"LEP","5.1027905920078","5.06654142659222","5.40870551001038","5.13186065494652","5.36559693206949","5.08740207448359","4.97805293058687","5.40105143040065","5.24775803022239","4.4594861619705","4.85767875555216","5.08740207448359","5.39629553787103","4.80525102953496","4.68651989593268","5.14223059898586","5.33789169096251","5.27316791378113","5.20327969258384","5.21704598062259","4.90976089254757","5.04072297795885","5.07079990087407","5.46298495144966","5.00506839393514","4.70324900327095","4.95518147712135","5.0667914766279","4.92003357664493","4.86882452480675","5.46217183570059","5.31459857135169","5.01865502236841","5.24833501428464","4.77338746230822","5.63492072168617","5.22368761562825","5.18321707055312","5.07140974989101","4.71814621540479","4.99803713843362","4.85730610600878","5.15883888656972","4.812251952172"
"MCEMP1","8.11978528308758","9.33727761210841","8.21705411554322","10.4026117679583","8.96932203461517","9.01474215272601","8.1526518720753","8.8600089556977","8.01559239661556","6.92302867426228","7.51791484421928","7.7250874301316","7.97240046082964","8.59980153594035","6.77538042217183","7.30774079683596","9.58703713012045","10.91658087502","9.63252661137429","8.92364018182885","8.94091020821063","8.30610904001788","8.86523092446857","8.95493381054339","8.82249162657712","7.91870165354036","8.21488668615527","9.0271189725807","8.50929449737937","7.94178759341781","7.10166537770784","7.98835302268982","7.07981048388642","8.38893657769504","7.84930509196198","7.56348033622302","6.94882372095505","7.32586616182175","6.60592997345896","7.59550394272193","7.98980326192201","7.69291149842623","8.04075009345207","7.58374605532464"
"MMP9","9.58190918635054","10.192652850438","9.81162863033122","12.2760644098811","9.35493135505508","10.582411261303","10.5308789994468","8.47153518505525","9.19670116480767","8.38635413921277","8.87343032685131","9.23942900953134","8.63680590546617","9.53358445202515","7.62588745878659","8.65291217464773","11.3144567375114","10.4396709721882","10.5051910492304","9.99805718871206","9.62974310969871","9.04781720888861","10.572694852394","9.5583876011155","11.4754844382168","9.75092557800238","9.85866946096107","9.0330368552773","10.227857765017","10.4557303272464","8.40809422593469","9.50186352642054","7.74659828536364","9.00742008880923","9.01581681079509","8.29745097701102","8.19176585369162","7.82110454949835","8.20006578156723","8.84271566893994","8.88820141181984","9.65775082634437","9.25871291440813","9.03798816025591"
"MPL","4.17908558464623","5.49683884088735","4.71118205745027","5.19902293382094","5.67510318571005","4.76255785195071","5.01988573629206","5.68932528236816","4.63799161351228","4.86481151189759","5.01815324106502","4.69983636264318","4.98347046436263","4.20992513198921","4.74306187122561","3.76160709206588","5.13213229005433","5.29276152564685","5.15422745963122","6.68784641746621","5.3706700140294","4.22626541341755","3.81509919244865","5.55602930430422","5.14839222977386","5.92876062295977","4.6928184650427","5.29726067540267","4.4434311676662","5.14918218816129","5.21149195578579","4.64575618497769","4.20161914332669","5.10953359450303","4.17495567663302","3.83129349809228","3.59194572582491","4.20407249267323","4.76637440506338","4.18697188102206","4.02329922595328","5.37489523072762","4.71671958730687","5.76983734870881"
"MYD88","8.98025067107223","9.07207892373759","9.50215360565853","9.40499203119715","8.89690216669864","8.95445712500652","9.64334983239078","8.78592930875026","8.85349233842086","8.88711792537341","8.63481646836214","8.56609287293928","9.16449976297659","9.10526990039502","9.01145810117378","9.0370048738371","9.2457104892799","9.63643019370765","8.93309792697686","9.46626030140652","9.12525931540299","9.13736547430308","9.2555465677422","8.97772617584903","9.60121863446193","9.22768231823293","9.19248942084199","9.1574224421154","9.32042444759384","8.90897690686431","8.87001584232384","9.12881925200283","8.52497427521538","8.88821648806492","9.05092214493899","8.5470148848815","8.62543732701186","8.42857081688225","8.50688685649968","8.65607605055222","8.92573227630715","9.05092214493899","9.01174513518256","9.18279489565875"
"MYL9","3.73753008718898","5.25009141314264","4.83400307066122","6.02363311781183","5.87075669205898","5.12086254721451","5.54667065864181","5.32587091920902","4.2546741138752","5.190618605014","4.3228397001837","5.2779133778032","4.5025384607648","4.51925637009923","5.43659986411313","4.50272687350273","4.49079107535236","5.38081787244517","6.04142995678015","6.4088376448686","5.40104991088003","4.38035102653289","4.43958238982174","5.61727901795442","5.55784054765905","6.04823993133243","5.58892673620607","5.31317017029335","4.71229552561924","5.4144534613659","5.28970699594218","4.58724219305035","4.02189276247168","5.1009963803704","4.31125973921288","4.23804603399384","4.42133052217055","4.28320623276357","5.16971595241963","4.75271619145295","4.34514071792444","4.86097974133275","4.08468383796742","4.9510624029177"
"OLFM4","3.63827354353537","6.96538075553924","3.78454791235823","6.76968223083909","4.25460617530817","7.73894502784042","3.54348495334525","5.96014258482689","3.07379972127033","3.44880836383273","2.31121910580583","4.52862925168685","3.12488166511866","6.03559508263568","3.22713353736455","3.52067299395628","4.99638364168378","4.70216795369864","5.17289991069065","5.30972231027628","4.30880197421178","4.58362053894236","4.02475523655223","8.24480848001933","4.44462091246805","5.13672290833018","3.57678053794947","3.99082798070327","4.09775602357779","4.80911165219819","3.75865270771891","3.25372325913154","3.95006287788789","4.45342777491686","4.18841373450705","3.94261537010195","3.74815077304822","4.2494174585054","3.9845162968118","3.14153176731673","5.06144677354592","4.03029843359927","4.17275406247016","5.5411151641386"
"POU2AF1","5.36729364384825","6.77566458727832","6.48631337413104","5.33516263691437","7.99491248294897","5.48732095341684","6.41015029628949","5.73762689382335","6.25999298223917","6.22755583953078","6.29346095850187","6.40626440572364","6.485867152807","5.76642954188261","6.13711972126441","6.7260307582575","5.09607727358039","5.5128911907108","6.81466970093243","5.0544384756588","5.61712694948195","5.86732559527433","5.65589514269943","6.22683128838732","5.64489382475484","6.1384531676846","6.1383188051291","6.0481743570079","6.5232450664217","5.93395377216779","7.02215929737423","6.75610125925834","6.60318467142646","6.47440045016393","6.3202115035094","6.95323601086802","6.12527693384646","6.37618869532458","7.32645984968063","6.63678617234182","5.71384923277103","6.38009816032965","6.31164247123317","6.86866357305718"
"PPY","3.53366793701806","3.617404596403","4.02968438933913","3.1651328502419","3.86763164632907","3.5764312790147","3.48380472533633","3.26397286430468","3.64953999538736","3.65992717788211","3.44595389915675","3.35323221039419","3.54455144059744","3.40050872175436","3.8174651153746","3.90245306700787","3.68065461077204","3.77789260475165","3.79189436681734","3.45388209019177","2.8315013596695","3.40817982648276","3.96892876816857","3.29412266889294","3.55342524383609","3.67842835045733","3.62585235313203","3.57109174803225","3.85647557408274","3.72661304950113","3.36641527992639","3.2243977190218","3.78290169045976","3.77856740348431","3.56897031489952","3.64867358451602","3.87800305568266","3.2731508041662","3.40205946466549","3.51877467930857","3.65179911859558","3.64076209676987","3.98171416375299","3.48705854218927"
"PROS1","4.07193498191271","5.09017606553485","5.09598918932011","6.00570057156582","5.9227786205827","4.89270099163399","5.54906646124191","5.5420016798654","4.62407815090284","4.49497363704195","4.63586814040697","5.38745414032321","4.5540836637044","5.31264848672949","5.43774966922401","4.05261189349922","4.54762378589031","5.57487606325717","5.24728157700635","5.33391851921091","5.65277841584707","4.52184363864435","5.22295390498586","5.69009809087118","5.15342674486675","5.66941112695952","5.21639723897202","5.09931868531895","4.9352274376589","5.49438332783915","4.56024731447338","4.6194185841292","4.46367294405197","4.60347646829221","5.00430661658784","4.45710674438543","4.61805014070416","4.99681664805393","4.72846587800815","4.87283957555068","4.92891973521841","5.40050125863579","5.11273217458334","5.25736186975127"
"PSTPIP1","8.22842673154505","7.55972716083629","8.0515688176586","8.0775416789213","7.57913316454961","7.88507843144618","7.88506499894289","7.63983780547306","8.05096649731602","7.59240017141185","7.56069718115841","7.68884881915097","7.06036082838267","7.63342069528504","7.09055995504156","7.62069078682559","7.80446403048664","8.38690750721969","8.15866495823386","7.77502292774937","7.58880069141381","7.37391308638468","7.86624967580639","7.78736948677815","8.15107695605613","7.42736106178901","7.65922970242059","7.83501245359551","7.3812355297558","7.81363524251163","8.19393731258483","7.75516642272492","7.51817930922378","7.44357404681506","7.78151341270043","7.57469866450269","7.36693771182422","7.53292996331616","7.3845572830781","7.59245764121584","7.46707317755339","7.53625073593558","7.64545439716264","7.57866895081994"
"PTGDR","5.99082328629671","4.3891294785389","4.63437782872253","4.31877256354379","4.12701390735513","4.43214026284019","5.28932182625668","4.65694469033599","5.27172367941376","5.62372471540864","5.64498271405861","5.07591769265803","5.29331275663257","5.48297735117831","6.09143750843164","4.81208570963286","4.33870451763435","4.39991527294112","4.64854339813362","4.61368468551203","4.96026855469817","5.11273011629277","5.00329416661524","4.51207811619718","5.11485262551289","4.89635361601549","5.44083594436963","5.24498458787915","4.45014992989329","4.97860416088455","5.43774607481826","5.56442345870789","5.85753489128304","5.51913466744462","5.77387026444004","4.60227399823607","5.74029966756717","5.26461971525029","4.87298552220082","5.04982649555808","5.46739752637369","4.79335835602345","5.04319428330076","5.07616618569274"
"S100A8","11.9800354962561","11.8364033692914","12.1032708085662","12.4467172382121","12.7194263064249","11.7330978258962","11.9099514702288","12.2129699916802","11.518228991769","11.7804820386964","11.7377655237059","10.5315037616422","10.9135235782313","11.0015692803151","10.7548614848125","10.7930586024935","12.8163240764823","13.0441792054656","12.6190594753339","11.5888615091241","12.3001513477589","12.1776918923713","11.7228576849304","11.9375055348406","12.0184645285671","11.1970581697193","10.8255017588107","11.500572403895","11.8848706659245","12.4563098949934","10.7684544279734","11.015105671668","11.2638636124472","10.6023655391127","11.9478615569764","10.9606061711728","11.1893126336306","11.3301608773749","11.5464678639441","11.5192842676172","11.4407967678418","10.9726475803576","11.4040236350559","11.1853270182909"
"S1PR5","7.58678474646225","6.31595117361557","6.31929181726256","5.92811088995284","5.36122758183432","5.92742058102345","6.28111764486418","6.29204808032204","6.84694586525273","7.35556242020822","7.43837886973042","6.73604106970063","6.59448672196413","6.77572514790285","7.6678541212681","6.63145314692601","5.48524192436941","5.47294502704452","6.4728903231975","6.01260643075856","6.2788831716706","7.01425105627692","6.69891608439674","5.63455097338044","6.71080647593053","6.97460300034038","7.11313879358545","6.79197031367117","5.30179437854769","6.48681414456061","7.38470308825575","7.32868303733496","7.96062123088478","6.55758498143164","7.16690176152592","6.43172417207877","7.0795066016053","6.58898623226824","6.40803866443605","6.4215316930732","7.45553619447795","6.52814790678088","7.207868260495","6.56240819110043"
"SELP","4.63706525131382","6.12575466008824","5.56195944517912","6.47752248048565","6.79384635663525","5.53829617893059","6.52712728635476","6.19394668137454","5.09652725017045","5.50084524200583","4.96907831812721","5.83901647188959","5.53829617893059","5.2370761443977","5.17856389448052","4.96392805049966","5.19081103330028","5.90232676033842","6.12328847515915","7.56188214717787","6.14520981299549","5.47251293833131","5.30491816394032","5.79720178895673","5.68227213021697","6.72552297602877","5.73998583143625","5.98348441468507","5.38013186375562","5.33820558065202","5.85635868706668","5.46903125529179","5.0951498527893","5.784629878362","5.01389603559118","5.40034148282651","5.00149011318129","4.96621690423352","5.16823358687842","5.38189542321342","4.93390470243951","5.7954915246301","5.25474142794883","5.75507378811854"
"SH3BGRL2","4.73892203374334","6.39716674330365","6.61118293819476","7.61086086254339","7.45940302439366","6.26078089492314","7.20717643258072","7.53916723015206","4.1756777590491","6.81541450224917","6.43352065440756","7.16040929207503","6.24920528222925","6.72699256125523","6.91199618180496","5.73103072033003","7.18544285463606","7.27023282609639","6.8997011386666","7.59772078306436","7.56830807830141","5.25010415125764","6.61507017147988","7.14010459701761","6.48879593109209","7.49752683803307","6.48399211366414","6.28144645617869","6.27678113059396","7.24215336773034","6.43797935169789","6.20877043890353","5.61568873816969","6.53785528901959","6.18394653309844","5.54545415739261","5.27150902474894","6.5220872996709","6.15731200680946","5.44734431129178","5.97058852324101","6.87202948798979","6.19186868186795","6.66394136427444"
"SOD1","10.0201379601758","9.53289182852988","9.86043762436482","9.42730824811837","8.85931083066025","9.2883921422013","8.99954156738304","9.72213142683022","9.57395140289299","9.78554473261613","9.91140207109574","10.0132472208072","9.56277361971988","9.59529986276009","10.3373408712718","9.59535860378066","8.87392015843713","9.25433242261539","9.32173456238346","8.77047479841539","9.38027548980365","9.70344415281219","9.17415289969739","9.31010320460905","8.9393765170818","8.87123726136242","9.67911086789707","9.45376600928025","9.76147611070312","9.63672703291947","10.2680663506715","9.9699917294026","9.85071608144128","9.75650359055525","9.79241411350938","10.1201185072968","10.1201185072968","9.98659765238928","10.1933728124697","9.95965189089464","9.82763591085653","9.84663640537644","9.85531571044934","9.77815510929042"
"SPON2","6.33763985689801","5.82783395660452","4.99736277355092","5.44175727644647","3.56588419150901","4.80325524489213","5.13163424089581","4.91605932542384","5.37691695447646","6.02864261479862","6.20306087397005","4.94316947083678","5.10689531222237","6.09564867344347","6.57836125018898","6.49507373115245","4.76390734567031","5.09633505219791","5.0597229005152","4.80207698680524","5.08645580998221","5.50851344210265","5.88604603491952","4.44498560274724","5.98126840353158","5.67656284950596","6.35590445203439","5.26665156303051","4.62325484806569","5.00232264668711","6.41821411528822","6.53851021930925","6.10781436353726","4.96175166108307","5.70124035432014","5.00670384624374","5.85708269478795","5.41411491384151","5.72915422598276","5.34568784396169","6.00507063499384","5.64180926805545","5.46978053785694","5.2386758969243"
"THBS1","3.89510471026933","3.84214324255633","3.97052304165541","5.41800023558268","5.95221584254315","5.04915440471409","4.68190391633788","5.469650103388","4.18343010267525","4.54631529267187","4.35185648303488","5.01050197585245","4.19870724903851","5.37431315270206","4.73887214271662","4.4784065843182","3.19345414852448","4.43856468913248","4.7480431816265","6.17600264263526","5.74329275407317","4.87396817717755","3.92648364648022","5.37720189842353","4.98957882287947","4.69410658162013","4.89588555621274","4.97896336070785","5.26675185028679","5.03624202606882","4.38071635601694","4.67032936475915","5.82236221324481","4.75688047348612","3.02111800662969","4.08183015171365","3.78693353936723","3.90170367241346","4.86693252580088","4.59807728357381","4.11978497242589","5.17956964505563","5.0076410740156","4.70034786906395"
"TLR2","6.92115483481952","7.18467907990946","7.32950964553666","6.92532377350818","7.21651675064884","7.27092548062933","7.26141645687491","7.51073426484771","7.18325753077663","7.08492662012513","6.57722277361232","7.2922341422413","6.89280031275974","7.4265487545336","6.18938229793394","6.70014102007694","6.87846692737325","7.56665766284258","6.96963203410244","7.14730611682194","7.2943786918011","7.41882845388202","7.09539650222798","7.52815689695078","7.71256647341267","7.43218141905028","7.05911641647342","7.44094964190079","7.13366332272109","7.21411467069068","6.09270102786014","6.72933550028338","7.07606046979714","6.77238676134492","6.99577124342171","6.78697960352402","6.92695575465168","6.41300070504499","6.60449539623003","6.79875828563343","7.03730780481373","7.15537254231764","6.75264010548325","6.80807363002297"
"TNFRSF11B","2.99946880295383","3.03190431798705","2.83007498892079","3.25058716450271","3.63589511356511","3.26872108141131","3.11852325233453","2.99080581903634","3.2445474311398","3.1537237770662","2.92292092843472","3.02607259113689","2.98346857741433","2.94469608033138","3.16185472789267","2.78631957464494","3.03507720281053","3.18406492382544","3.63054575116937","3.77880791128273","3.10513387985252","3.20195351154905","2.36660654375507","2.9996811587719","2.94073653472908","3.46902673235855","3.43668224482991","2.23594968224806","3.03138964625911","3.0874710664897","2.81394961637211","3.224561488332","2.87642150748079","3.17214017799536","3.44018383599039","3.04595889847887","2.91059054952519","2.89540136497486","2.63126598491826","3.22147604125718","3.13760602542629","3.35602048579628","3.47183761140025","2.78054793087544"
"TNFRSF13B","4.70348089639555","5.52126170152708","4.76169126139188","4.32524188943579","5.44039659291543","4.89282226856003","4.8988000479185","4.93259838640967","5.22783548088735","4.92670979667647","4.5732617212349","4.99716278782499","5.16938541423743","5.19030878631113","4.80055967138466","5.41660925133155","3.69859379964924","4.59740726465101","5.22827122552998","4.54344715727261","4.70004803101097","4.73333214471648","4.66493747225859","4.9374655717689","4.51712218194737","4.41291000139009","4.93177040595083","4.6601291181596","5.34522130020345","4.42196268761396","5.78534383243369","5.45509122519278","5.50757301454843","5.06699636900021","5.43879153081177","5.73409641552801","5.19181039703376","5.52478985902645","6.08362498585203","5.1285033915179","4.54664450962983","5.16771955358279","4.50332092985588","4.84282097260363"
"TRAF5","4.83238949460915","4.29325813629677","4.45765712089813","4.48672309133002","4.20408833456695","4.20826967109219","4.10396964362711","4.25630712938676","4.40624472904352","4.73911784383697","4.55551301137496","4.86244039590218","4.21466148557492","4.50268254366447","4.55918964515952","4.50480637111016","3.98306008218664","3.72724626392751","4.07848368768724","4.14939861831819","4.57890904348962","4.53028443220934","4.40415869741687","4.54719744747807","4.27567077941481","4.52830447072746","4.53548704044089","4.59182264846204","4.44074726974701","4.35354984224098","4.53138824336535","4.35287555681832","4.73394415586544","4.45849611561942","4.61648201665172","4.59311643828708","4.65405021014013","4.58446789727652","4.6213775872324","4.65024344415234","4.2372125784416","4.42708428856795","4.61057263172322","4.75263912351556"
"TREML1","4.59122054152","7.21262233604067","6.66106993736576","7.68189198311805","7.9652119843647","6.39120628480366","6.93100649207893","6.59907765244511","5.96677262683945","6.32817367971057","6.05315457349159","6.80356141287637","5.86288070575914","6.01283202762735","5.86288070575914","4.89685468398468","6.4896784364198","7.656561711477","7.45566663427929","8.18366634247297","6.5526870213917","5.45591917375119","6.16376455266251","6.76568745263455","6.29514388164435","7.4540495882341","6.41087100510207","7.01875052146311","5.86913368149536","6.88052916986363","6.95514714912086","5.96561827779414","5.1540588730175","6.71008934021643","5.88837727508842","5.22353093137891","5.37038882287559","5.85683486347556","5.75579088033749","5.61357182832291","5.10728199915588","6.64784570816258","5.86073503089908","6.81929331146154"
"TSPAN9","5.12842913270085","6.40750591767174","6.12850096351955","6.18913811436691","6.93132546520417","5.78082274693641","6.22879314915796","5.79642131036337","6.0630765066169","5.22050748627185","5.91053608227389","6.08771882839157","6.17453373767042","5.38951643524835","5.60333556030112","5.86099588490677","6.12974902348227","6.38125982825723","6.69221023903929","7.5906223479316","6.88315091543393","5.29865539424328","5.76997379249434","6.79110617892838","5.98961038049965","7.15351382401498","6.15386944046754","5.92326084039642","5.75121631367179","6.45684812028876","6.32588099877792","5.26597808711455","5.00945759492282","6.36809513491127","4.9209913556556","5.11163433264384","4.70709463429297","5.2863912761129","5.35217666590004","5.15713490561185","5.40952205829353","6.36303942819666","5.33540164685694","6.31775066120662"
"VNN1","4.16339754838527","7.6849409468048","6.01812068571437","5.79537712076531","6.7049791514928","6.35809090011535","5.60477667926698","5.50522322698865","4.87420216188033","4.77660740307713","5.09850557050684","5.186098652316","5.57421895664981","5.59671825813597","5.54185169149084","4.81870385439276","6.8271032979369","6.94756397475884","6.45123140530549","5.63539853310612","5.58976567310892","6.82369325598372","5.19139885445654","6.82755901942791","6.13737556007389","5.32941676903405","5.34864867431206","5.23412704868973","5.46953725319435","5.78820365387693","4.71055889175383","5.49860035108424","5.28238717863073","5.23709858795097","5.33449365314218","4.78643883671531","5.19575698005516","5.22351596001564","5.05348132688327","4.74555547635907","5.11046531706994","5.33587267528992","5.41963058717941","5.17162577367755"
"VPREB3","5.45755469152694","5.6416224727812","5.74503569741097","5.51607969735198","5.18244458621742","4.09854978985158","6.10349610163892","4.25765283629905","5.61089775896177","5.6575949189565","5.99886113815148","5.86957521025399","6.50343739146111","5.36465891354499","6.1852848611965","6.53282182343291","5.13674160062127","4.45648442775361","6.56167655193751","3.99800884511753","4.70518753336702","4.83123382889868","4.62138432203791","6.18990609601709","4.47082672345114","3.89622834231541","4.99692365110715","5.34761955520367","5.50162931221568","4.6924145840735","6.5175338837023","6.25402699540749","5.92462271304871","6.68088860409295","5.78574431679245","6.9979572595158","6.37410990442803","6.17252527704891","6.84607642579072","6.20596292472978","5.18734435604183","6.52063317463516","5.6905184581424","6.27207480711782"
